UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,timestamp,ambient_temp_c,factory_load_pct,humidity_pct
21,H29434,H,298.9,309.3,1375,42.7,58,0,0,0,0,0,0,2023-01-01 20:00:00,16.53137539053038,46.61897025853651,62.95490191834029
22,L47201,L,298.8,309.3,1450,44.8,63,0,0,0,0,0,0,2023-01-01 21:00:00,11.171843184991745,54.97046184346774,67.20062563742535
23,M14882,M,298.9,309.3,1581,30.7,65,0,0,0,0,0,0,2023-01-01 22:00:00,12.437576545770574,67.49052405684078,59.02935150015774
24,L47203,L,299.0,309.4,1758,25.7,68,0,0,0,0,0,0,2023-01-01 23:00:00,17.630034969179622,43.912010316966075,69.65555305951425
25,M14884,M,299.0,309.4,1561,37.3,70,0,0,0,0,0,0,2023-01-02 00:00:00,16.69863160275135,61.841180166333885,64.44344314021274
26,L47205,L,299.0,309.5,1861,23.3,73,0,0,0,0,0,0,2023-01-02 01:00:00,13.616479284248284,56.25121930733925,65.87547689592427
27,L47206,L,299.1,309.5,1512,39.0,75,0,0,0,0,0,0,2023-01-02 02:00:00,18.908279405245462,53.52473839115078,68.36707566705104
28,H29441,H,299.1,309.4,1811,24.6,77,0,0,0,0,0,0,2023-01-02 03:00:00,16.969785268411936,62.082997206424075,60.83864200211847
29,L47208,L,299.1,309.4,1439,44.2,82,0,0,0,0,0,0,2023-01-02 04:00:00,18.492338629789135,85.51805096532925,69.71142565116246
30,L47209,L,299.0,309.4,1693,30.1,84,0,0,0,0,0,0,2023-01-02 05:00:00,13.179045260647692,76.13262052550131,60.61745732789317
31,M14890,M,299.1,309.5,1339,48.2,86,0,0,0,0,0,0,2023-01-02 06:00:00,16.603979855669955,92.92808569965331,71.05443606270164
32,L47211,L,299.0,309.4,1798,25.5,89,0,0,0,0,0,0,2023-01-02 07:00:00,14.407047201534894,70.02586684315256,64.59558352280884
33,L47212,L,299.0,309.4,1419,48.3,91,0,0,0,0,0,0,2023-01-02 08:00:00,17.97834507478886,63.93611296090254,72.20044557719909
34,L47213,L,298.9,309.3,1665,32.5,93,0,0,0,0,0,0,2023-01-02 09:00:00,14.439038308948863,69.25186202842283,62.22720627671005
35,M14894,M,298.8,309.1,1559,34.7,95,0,0,0,0,0,0,2023-01-02 10:00:00,20.765594994013618,71.65009355718439,54.51226699918752
36,M14895,M,298.8,309.2,1452,48.6,98,0,0,0,0,0,0,2023-01-02 11:00:00,13.995481502218253,54.912840745726605,59.00276139535242
37,M14896,M,298.9,309.2,1581,36.7,101,0,0,0,0,0,0,2023-01-02 12:00:00,13.114002154641224,58.443087175969694,61.18755292016978
38,L47217,L,298.8,309.1,1439,39.2,104,0,0,0,0,0,0,2023-01-02 13:00:00,12.935635079594212,60.53353624734964,65.38395128835106
39,H29452,H,298.9,309.2,1379,50.7,106,0,0,0,0,0,0,2023-01-02 14:00:00,14.396787280621318,63.822582698788246,62.092863589182755
40,L47219,L,298.8,309.1,1350,52.5,111,0,0,0,0,0,0,2023-01-02 15:00:00,14.827929323509101,55.105097195167865,60.2347564885964
41,L47220,L,298.8,309.1,1362,45.4,113,0,0,0,0,0,0,2023-01-02 16:00:00,15.291887091935477,49.75277240362539,65.31026915214228
42,L47221,L,298.8,309.1,1368,50.8,115,0,0,0,0,0,0,2023-01-02 17:00:00,16.38505953860109,37.92862512860097,59.906895570413404
43,M14902,M,298.8,309.1,1368,49.1,117,0,0,0,0,0,0,2023-01-02 18:00:00,14.885125224379522,40.04531001521277,60.55577860147655
44,H29457,H,298.8,309.2,1372,48.5,120,0,0,0,0,0,0,2023-01-02 19:00:00,12.692964964232036,47.04014209389578,65.67305734708981
45,M14904,M,298.8,309.1,1472,47.5,125,0,0,0,0,0,0,2023-01-02 20:00:00,16.135280147278635,51.29315262983481,65.533501541333
46,L47225,L,298.8,309.1,1489,49.1,128,0,0,0,0,0,0,2023-01-02 21:00:00,13.556189312589476,44.46433499538964,58.7273833303267
47,M14906,M,298.7,309.0,1843,25.8,130,0,0,0,0,0,0,2023-01-02 22:00:00,13.256348820213876,38.56455517062368,52.29175983838951
48,L47227,L,298.8,309.1,1418,46.3,133,0,0,0,0,0,0,2023-01-02 23:00:00,19.165417871106843,39.2337407612438,62.56260267450786
49,H29462,H,298.8,309.2,1425,53.9,135,0,0,0,0,0,0,2023-01-03 00:00:00,15.180924780076005,56.284547518650754,68.29751256910048
50,M14909,M,298.9,309.2,1412,44.1,140,0,0,0,0,0,0,2023-01-03 01:00:00,16.13144645495442,67.8894018366808,60.861187011119426
51,L47230,L,298.9,309.1,2861,4.6,143,1,0,0,1,0,0,2023-01-03 02:00:00,13.848754227528673,76.24387863883291,63.888694983674384
52,L47231,L,298.9,309.1,1383,54.9,145,0,0,0,0,0,0,2023-01-03 03:00:00,17.932496592933013,56.349831769180156,58.83732343821892
53,H29466,H,298.8,309.0,1497,43.8,147,0,0,0,0,0,0,2023-01-03 04:00:00,15.434415629893532,80.18106073325472,61.610321542864526
54,L47233,L,298.7,309.0,1565,35.1,152,0,0,0,0,0,0,2023-01-03 05:00:00,15.651153775673738,89.30512457344292,61.7309406045882
55,L47234,L,298.7,309.0,1691,30.1,154,0,0,0,0,0,0,2023-01-03 06:00:00,18.408377829927126,67.23708470311712,76.76844741572769
56,L47235,L,298.8,309.1,1512,40.7,156,0,0,0,0,0,0,2023-01-03 07:00:00,16.560471730258698,87.53115998548542,59.10780351163031
57,L47236,L,298.8,309.1,1477,42.4,158,0,0,0,0,0,0,2023-01-03 08:00:00,12.468586226064204,80.08056705608772,68.88890328049006
58,L47237,L,298.8,309.1,1513,40.3,160,0,0,0,0,0,0,2023-01-03 09:00:00,13.544082268028042,64.61655122354196,65.64979323346729
59,M14918,M,298.8,309.0,1661,29.5,162,0,0,0,0,0,0,2023-01-03 10:00:00,19.06518997734445,64.8361200614183,61.99118232114478
60,L47239,L,298.8,309.1,1378,54.4,165,0,0,0,0,0,0,2023-01-03 11:00:00,15.219277295665162,61.67122197673377,62.02512900369922
61,L47240,L,298.8,309.1,1393,52.6,167,0,0,0,0,0,0,2023-01-03 12:00:00,16.106873195608557,59.181896415565404,70.64383199771454
62,M14921,M,298.8,309.0,1592,38.2,169,0,0,0,0,0,0,2023-01-03 13:00:00,16.568728743839408,50.321417611710864,63.27890987363675
63,L47242,L,298.8,309.0,1829,22.9,172,0,0,0,0,0,0,2023-01-03 14:00:00,17.609387594378713,52.40189962953327,64.65120912042131
64,M14923,M,298.9,309.0,1812,25.9,174,0,0,0,0,0,0,2023-01-03 15:00:00,17.59408681815246,36.10222331897321,58.87005477946255
65,L47244,L,299.0,309.1,1523,38.6,177,0,0,0,0,0,0,2023-01-03 16:00:00,14.295220207033884,42.05527746083442,64.75135009307316
66,L47245,L,299.0,309.1,1394,45.1,179,0,0,0,0,0,0,2023-01-03 17:00:00,16.76047264075998,41.70576655392042,66.15691804720319
67,M14926,M,298.9,308.9,1679,28.7,181,0,0,0,0,0,0,2023-01-03 18:00:00,17.552594386448757,35.56919097520766,62.70552010146574
68,H29481,H,298.8,308.9,1466,44.1,184,0,0,0,0,0,0,2023-01-03 19:00:00,16.86900080298133,42.54999848066949,62.87871439055231
69,L47248,L,298.8,308.9,1527,32.4,189,0,0,0,0,0,0,2023-01-03 20:00:00,14.85316589886707,34.04571669569695,52.56898435051119
70,L47249,L,298.9,309.0,1410,65.7,191,1,0,0,1,1,0,2023-01-03 21:00:00,15.909342750265836,32.87063834165014,60.915677768900295
71,M14930,M,298.9,309.0,1924,22.6,193,0,0,0,0,0,0,2023-01-03 22:00:00,13.653664130832622,46.312021573496445,50.369026156319144
72,L47251,L,298.9,309.1,1452,45.5,196,0,0,0,0,0,0,2023-01-03 23:00:00,13.594163387179794,58.956008051918246,58.69931046001641
73,L47252,L,298.9,309.1,1369,44.4,198,0,0,0,0,0,0,2023-01-04 00:00:00,22.194559205065477,57.544032211356104,60.24495847915799
74,L47253,L,299.0,309.1,1592,35.0,200,0,0,0,0,0,0,2023-01-04 01:00:00,15.699769635303959,57.37876321004086,58.49535673379973
75,L47254,L,298.9,309.0,1601,32.3,202,0,0,0,0,0,0,2023-01-04 02:00:00,13.620552330318233,79.20204011791147,57.58023357150323
76,L47255,L,298.8,308.9,1379,46.7,204,0,0,0,0,0,0,2023-01-04 03:00:00,15.385476121525473,70.26449789732246,65.9647352396263
77,L47256,L,298.8,308.9,1461,47.9,206,0,0,0,0,0,0,2023-01-04 04:00:00,14.915670802500973,86.80065058638607,61.43898517901947
78,L47257,L,298.8,308.9,1455,41.3,208,1,1,0,0,0,0,2023-01-04 05:00:00,16.789982372109137,90.32830413934849,60.2564871000935
79,L47258,L,298.8,308.9,1398,51.5,0,0,0,0,0,0,0,2023-01-04 06:00:00,14.600630573898622,84.1739084013964,64.90266121053767
80,L47259,L,298.8,308.9,1402,37.9,2,0,0,0,0,0,0,2023-01-04 07:00:00,16.35882385438584,87.21857316403012,54.51326720405742
81,H29494,H,298.8,308.8,1445,49.9,4,0,0,0,0,0,0,2023-01-04 08:00:00,15.506562821099193,67.27903258180943,62.840618353466375
82,L47261,L,298.9,308.9,1450,47.5,9,0,0,0,0,0,0,2023-01-04 09:00:00,17.05587371047404,82.51862904017275,67.10204664781428
83,L47262,L,298.9,308.9,1453,40.8,11,0,0,0,0,0,0,2023-01-04 10:00:00,15.374313019924873,66.02567083161294,64.30537276275885
84,L47263,L,299.0,309.0,1469,40.1,13,0,0,0,0,0,0,2023-01-04 11:00:00,13.53880146585178,78.62045420251883,57.881365156979584
85,L47264,L,298.9,308.9,1422,47.6,15,0,0,0,0,0,0,2023-01-04 12:00:00,16.428971582792876,56.53083937964708,64.22896985357559
86,M14945,M,299.0,309.0,1804,26.8,17,0,0,0,0,0,0,2023-01-04 13:00:00,19.378781479744397,62.70792976984142,60.112472806740314
87,H29500,H,299.0,309.0,1436,43.9,20,0,0,0,0,0,0,2023-01-04 14:00:00,12.15202470938059,45.97309260594416,65.25621834576614
88,L47267,L,299.0,309.0,1544,31.8,25,0,0,0,0,0,0,2023-01-04 15:00:00,13.67304500818688,41.56119926562161,68.08313245278234
89,M14948,M,299.0,309.0,1419,45.2,27,0,0,0,0,0,0,2023-01-04 16:00:00,16.38152784147632,41.232809479225345,62.61112794549979
90,M14949,M,298.9,308.9,1487,39.5,30,0,0,0,0,0,0,2023-01-04 17:00:00,15.000578060735137,42.65043565098224,61.96829103347068
91,L47270,L,298.9,308.9,1753,25.8,33,0,0,0,0,0,0,2023-01-04 18:00:00,12.043704609793382,35.43373750170999,65.83057608609292
92,L47271,L,298.9,308.9,1830,24.9,35,0,0,0,0,0,0,2023-01-04 19:00:00,12.468401800098906,41.819969943245624,60.4929160436719
93,M14952,M,298.9,308.9,1727,27.1,37,0,0,0,0,0,0,2023-01-04 20:00:00,15.124078238494487,31.48811279111283,57.90905536596586
94,L47273,L,299.1,309.0,1450,43.0,40,0,0,0,0,0,0,2023-01-04 21:00:00,18.831233835431828,42.26154702553559,55.33147077819754
95,L47274,L,299.0,308.9,1622,31.9,42,0,0,0,0,0,0,2023-01-04 22:00:00,14.235499101197876,46.44333072939226,54.86907118339992
96,M14955,M,299.0,309.0,1351,52.2,44,0,0,0,0,0,0,2023-01-04 23:00:00,14.26406793901013,67.53301679049096,56.55046715605511
97,M14956,M,299.0,309.0,1575,35.3,47,0,0,0,0,0,0,2023-01-05 00:00:00,14.12233916932022,60.78202721141374,69.01343713757366
98,M14957,M,298.9,308.9,1750,29.9,50,0,0,0,0,0,0,2023-01-05 01:00:00,18.87223326232296,64.74977018292998,63.37616931304352
99,L47278,L,298.9,308.8,1529,32.7,53,0,0,0,0,0,0,2023-01-05 02:00:00,14.163209052146238,69.33117688876298,62.50850053867966
100,L47279,L,298.8,308.8,1523,44.4,55,0,0,0,0,0,0,2023-01-05 03:00:00,18.51562224119128,71.53353491959508,65.39557994846079
101,L47280,L,298.8,308.9,1852,25.0,57,0,0,0,0,0,0,2023-01-05 04:00:00,18.137107530417946,82.7891296943306,61.71178891421779
102,L47281,L,298.8,308.8,1991,20.7,59,0,0,0,0,0,0,2023-01-05 05:00:00,18.84670942238444,100.0,66.3622198173763
103,L47282,L,298.8,308.8,1555,40.6,61,0,0,0,0,0,0,2023-01-05 06:00:00,14.256910183793272,79.69990535705013,54.285029742272485
104,M14963,M,298.8,308.8,1441,40.5,63,0,0,0,0,0,0,2023-01-05 07:00:00,18.579479806900878,80.6382964257769,52.258928350369686
105,L47284,L,298.8,308.7,1450,43.4,66,0,0,0,0,0,0,2023-01-05 08:00:00,13.876909947585125,71.40665547150708,59.02515801637508
106,L47285,L,298.8,308.7,1591,31.1,68,0,0,0,0,0,0,2023-01-05 09:00:00,16.54895673981777,78.24362728731677,63.758877426064814
107,L47286,L,298.8,308.7,1445,48.5,70,0,0,0,0,0,0,2023-01-05 10:00:00,18.690471490780695,62.75058910644452,55.943705573592695
108,M14967,M,298.8,308.8,1497,46.8,72,0,0,0,0,0,0,2023-01-05 11:00:00,16.64511892289057,45.79669250716299,54.845476382147716
109,H29522,H,298.9,308.8,1621,32.7,75,0,0,0,0,0,0,2023-01-05 12:00:00,12.073786584167257,64.25922229240501,62.71937702438276
110,L47289,L,298.9,308.7,1572,34.1,80,0,0,0,0,0,0,2023-01-05 13:00:00,17.450376490689525,58.08551677002014,60.19417705936823
111,L47290,L,298.8,308.6,1872,22.5,82,0,0,0,0,0,0,2023-01-05 14:00:00,18.7183284830075,51.91685126404713,51.17249080295383
112,H29525,H,298.7,308.6,1499,43.5,84,0,0,0,0,0,0,2023-01-05 15:00:00,14.782059221986849,48.42766487040778,53.84913288819214
113,M14972,M,298.8,308.7,1498,39.5,89,0,0,0,0,0,0,2023-01-05 16:00:00,12.944181347644044,48.53664387584586,58.08966325094488
114,M14973,M,298.8,308.6,1486,41.9,92,0,0,0,0,0,0,2023-01-05 17:00:00,17.875136711126327,45.4961087476926,55.552415742096215
115,L47294,L,298.8,308.6,1680,29.4,95,0,0,0,0,0,0,2023-01-05 18:00:00,18.40123614410065,31.847597503817095,48.199722214073525
116,L47295,L,298.8,308.6,1431,45.7,97,0,0,0,0,0,0,2023-01-05 19:00:00,15.31982844426931,46.58167756901125,58.97137817634497
117,L47296,L,298.9,308.7,1564,34.1,99,0,0,0,0,0,0,2023-01-05 20:00:00,14.952144821740022,40.82846298104868,56.55169451333972
118,L47297,L,298.8,308.6,1599,33.0,101,0,0,0,0,0,0,2023-01-05 21:00:00,15.652182914092247,49.05459784891724,68.08960278402859
119,M14978,M,298.8,308.6,1707,28.1,103,0,0,0,0,0,0,2023-01-05 22:00:00,16.755189974738325,48.039057105049636,66.35187321375878
120,L47299,L,298.7,308.5,1467,40.7,106,0,0,0,0,0,0,2023-01-05 23:00:00,16.24983498857224,48.309892744141976,59.917278237364755
121,L47300,L,298.9,308.7,1433,44.7,108,0,0,0,0,0,0,2023-01-06 00:00:00,15.175825694710445,61.28876450952673,54.534448616123974
122,L47301,L,298.9,308.7,1558,41.2,110,0,0,0,0,0,0,2023-01-06 01:00:00,15.84690778612068,79.31483455538854,52.3153319076978
123,L47302,L,299.0,308.8,1310,50.7,112,0,0,0,0,0,0,2023-01-06 02:00:00,16.60384133128841,78.53560932153297,53.188576603194434
124,L47303,L,298.9,308.7,1546,43.4,114,0,0,0,0,0,0,2023-01-06 03:00:00,15.057711225959654,79.01456595465659,63.65819219735339
125,L47304,L,298.9,308.7,1727,29.4,116,0,0,0,0,0,0,2023-01-06 04:00:00,13.66851121891085,73.74888223436106,58.74442636137829
126,L47305,L,298.9,308.6,1560,32.2,118,0,0,0,0,0,0,2023-01-06 05:00:00,13.732176844655614,79.33779567353973,57.974003302762945
127,L47306,L,299.0,308.6,1329,60.5,120,0,0,0,0,0,0,2023-01-06 06:00:00,18.29660322615171,74.66050684241645,50.846841927857305
128,L47307,L,298.9,308.6,1413,46.5,122,0,0,0,0,0,0,2023-01-06 07:00:00,16.150614609819076,87.32560403618237,55.800076679119265
129,L47308,L,299.0,308.6,1587,38.6,124,0,0,0,0,0,0,2023-01-06 08:00:00,17.205995993352992,74.82288434223129,47.99531490257502
130,L47309,L,298.9,308.5,1559,34.3,126,0,0,0,0,0,0,2023-01-06 09:00:00,18.29147838981711,90.11566965788546,62.542205878943385
131,L47310,L,298.8,308.4,1473,41.1,128,0,0,0,0,0,0,2023-01-06 10:00:00,17.269545718844896,69.34056952046726,63.44396969562417
132,L47311,L,298.8,308.4,1737,27.7,130,0,0,0,0,0,0,2023-01-06 11:00:00,14.887646287911757,60.4730540172654,62.74347773246288
133,M14992,M,298.7,308.4,1441,43.2,132,0,0,0,0,0,0,2023-01-06 12:00:00,14.72221624234854,67.3253348366095,55.326814133799715
134,M14993,M,298.7,308.4,1430,49.6,135,0,0,0,0,0,0,2023-01-06 13:00:00,18.21193104479464,43.50977921982104,54.93239149787085
135,L47314,L,298.8,308.4,1369,53.0,138,0,0,0,0,0,0,2023-01-06 14:00:00,15.303306960799661,54.11490202341056,56.64114634808401
136,M14995,M,298.8,308.5,1711,28.5,140,0,0,0,0,0,0,2023-01-06 15:00:00,16.27183238162812,55.682451221663605,59.59602408625834
137,H29550,H,298.7,308.5,1420,45.7,143,0,0,0,0,0,0,2023-01-06 16:00:00,15.840531720753399,52.499424172260795,53.06236723397334
138,L47317,L,298.7,308.6,1297,55.3,148,0,0,0,0,0,0,2023-01-06 17:00:00,15.876494555819479,22.11574892809684,57.1101873804552
139,H29552,H,298.8,308.6,1449,49.4,150,0,0,0,0,0,0,2023-01-06 18:00:00,16.952320836133254,39.13419661705163,58.11301472078158
140,L47319,L,298.8,308.6,1268,55.8,155,0,0,0,0,0,0,2023-01-06 19:00:00,16.323121535972202,37.9939399461372,61.99837252327059
141,L47320,L,298.8,308.6,1511,36.1,157,0,0,0,0,0,0,2023-01-06 20:00:00,15.202304649811785,36.76459583847307,52.59491758157312
142,L47321,L,298.7,308.5,1544,35.2,159,0,0,0,0,0,0,2023-01-06 21:00:00,17.798086494947825,35.22379343666814,52.23698349516831
143,M15002,M,298.6,308.4,1778,28.2,161,0,0,0,0,0,0,2023-01-06 22:00:00,18.764431707989438,55.066035919919194,51.024468263644685
144,H29557,H,298.6,308.4,1407,50.5,164,0,0,0,0,0,0,2023-01-06 23:00:00,14.352513989106066,45.91278401555212,49.684013465759286
145,M15004,M,298.6,308.4,1391,42.4,169,0,0,0,0,0,0,2023-01-07 00:00:00,16.611119504796168,63.96597017336963,56.230312940984795
146,L47325,L,298.5,308.4,1513,33.6,172,0,0,0,0,0,0,2023-01-07 01:00:00,17.33211579881112,55.75823607914905,64.3440983704912
147,H29560,H,298.5,308.4,1612,36.1,174,0,0,0,0,0,0,2023-01-07 02:00:00,14.991226253995679,79.23094045710701,53.634442445103566
148,L47327,L,298.4,308.4,1515,40.1,179,0,0,0,0,0,0,2023-01-07 03:00:00,17.40211721929485,77.38867232130296,57.67260709744135
149,M15008,M,298.3,308.3,1379,48.0,181,0,0,0,0,0,0,2023-01-07 04:00:00,15.247012090407463,67.61259350567572,53.199366437559355
150,L47329,L,298.4,308.3,1473,39.9,184,0,0,0,0,0,0,2023-01-07 05:00:00,16.34635755731103,71.75555310373733,46.10890336500374
151,L47330,L,298.4,308.3,1422,42.7,186,0,0,0,0,0,0,2023-01-07 06:00:00,16.999017614820225,86.3976721955674,47.885199047759016
152,M15011,M,298.4,308.2,1463,37.6,188,0,0,0,0,0,0,2023-01-07 07:00:00,15.453571608876826,82.00891222067472,52.139366349333436
153,M15012,M,298.4,308.2,1584,41.0,191,0,0,0,0,0,0,2023-01-07 08:00:00,15.03197848658952,92.45884806177487,54.92668590887519
154,L47333,L,298.4,308.2,1850,27.0,194,0,0,0,0,0,0,2023-01-07 09:00:00,16.119650507326753,78.55507228972803,52.81012132868135
155,L47334,L,298.4,308.2,1528,36.2,196,0,0,0,0,0,0,2023-01-07 10:00:00,15.853341626758107,77.00063053289043,47.223302668689
156,H29569,H,298.4,308.2,1987,19.8,198,0,0,0,0,0,0,2023-01-07 11:00:00,16.315456848644256,60.259976513247324,55.89015377104334
157,M15016,M,298.4,308.1,1495,46.0,203,0,0,0,0,0,0,2023-01-07 12:00:00,16.380870092882347,65.37903000903228,52.5532280419146
158,H29571,H,298.4,308.2,1478,43.5,206,0,0,0,0,0,0,2023-01-07 13:00:00,17.688199599054006,52.65743319083278,40.69677265848054
159,M15018,M,298.4,308.2,1499,40.0,211,0,0,0,0,0,0,2023-01-07 14:00:00,14.35785229837948,46.11853551256079,53.37032185672524
160,L47339,L,298.4,308.2,1471,47.0,214,0,0,0,0,0,0,2023-01-07 15:00:00,15.331934408078716,54.18300564213105,49.229182044718875
161,L47340,L,298.4,308.2,1282,60.7,216,1,0,0,0,1,0,2023-01-07 16:00:00,18.635242820016735,47.770435374994264,42.813971068231595
162,L47341,L,298.3,308.1,1412,52.3,218,1,0,0,0,1,0,2023-01-07 17:00:00,19.418758722004437,40.17536934749598,48.988860537053306
163,L47342,L,298.3,308.1,1586,35.5,0,0,0,0,0,0,0,2023-01-07 18:00:00,17.687583833356438,45.55003244164689,48.98557561243528
164,M15023,M,298.4,308.2,1468,43.8,2,0,0,0,0,0,0,2023-01-07 19:00:00,17.779526180741822,44.41274696621856,48.27612613882223
165,M15024,M,298.5,308.3,1440,43.6,5,0,0,0,0,0,0,2023-01-07 20:00:00,17.559211291304713,42.164700087304205,43.87432216343406
166,L47345,L,298.5,308.4,1733,26.0,8,0,0,0,0,0,0,2023-01-07 21:00:00,16.08374287961455,49.492475203286695,57.27277589639216
167,H29580,H,298.4,308.2,1612,32.6,10,0,0,0,0,0,0,2023-01-07 22:00:00,16.326235542599807,52.50650106333298,52.72984688543551
168,H29581,H,298.4,308.3,1458,42.9,15,0,0,0,0,0,0,2023-01-07 23:00:00,16.319796919634012,49.904916060771185,45.92773259962721
169,L47348,L,298.4,308.3,1433,62.3,20,1,0,0,1,0,0,2023-01-08 00:00:00,16.332071573593435,63.24862683600742,46.42844018850798
170,L47349,L,298.4,308.3,1318,59.1,22,0,0,0,0,0,0,2023-01-08 01:00:00,16.07514794468339,60.986778324255766,42.12039051066693
171,M15030,M,298.4,308.2,1610,35.0,24,0,0,0,0,0,0,2023-01-08 02:00:00,15.412882650941208,64.35527550281674,51.1875378144858
172,L47351,L,298.2,308.1,1462,50.8,27,0,0,0,0,0,0,2023-01-08 03:00:00,19.986028464830703,73.72218490353619,54.42122525050714
173,M15032,M,298.1,308.0,1924,20.8,29,0,0,0,0,0,0,2023-01-08 04:00:00,18.937285935564184,84.47927352410134,54.46824608183191
174,M15033,M,298.2,308.0,1591,33.7,32,0,0,0,0,0,0,2023-01-08 05:00:00,14.447571648845361,95.16487134775437,51.365929537129595
175,L47354,L,298.2,308.1,1306,58.3,35,0,0,0,0,0,0,2023-01-08 06:00:00,14.681192700061926,81.28206911741955,48.34966645773128
176,L47355,L,298.2,308.1,1382,43.5,37,0,0,0,0,0,0,2023-01-08 07:00:00,15.608835766020718,80.96112882999746,47.540864071274264
177,L47356,L,298.2,308.1,1618,34.7,39,0,0,0,0,0,0,2023-01-08 08:00:00,14.64011432624207,82.27495685784886,51.18052349813481
178,L47357,L,298.2,308.2,1988,21.4,41,0,0,0,0,0,0,2023-01-08 09:00:00,14.724430466554047,71.37618589856051,39.01483388543209
179,L47358,L,298.2,308.2,1436,50.2,43,0,0,0,0,0,0,2023-01-08 10:00:00,13.364405930809177,64.11948848778387,45.942252701131046
180,L47359,L,298.2,308.3,1304,49.8,45,0,0,0,0,0,0,2023-01-08 11:00:00,14.654762116455604,60.00755901897827,57.403999430643374
181,L47360,L,298.2,308.3,1475,49.9,47,0,0,0,0,0,0,2023-01-08 12:00:00,15.201106609860634,51.534475521750565,51.42858796960375
182,H29595,H,298.2,308.3,1824,24.2,49,0,0,0,0,0,0,2023-01-08 13:00:00,19.062665353232468,54.445134037404934,62.735841111686184
183,M15042,M,298.1,308.2,1342,48.1,54,0,0,0,0,0,0,2023-01-08 14:00:00,15.562411662945005,52.65380374412889,46.67315306288335
184,L47363,L,298.1,308.2,1485,40.7,57,0,0,0,0,0,0,2023-01-08 15:00:00,18.961139073143702,41.77444127153755,44.50119143451164
185,L47364,L,298.2,308.2,1667,30.6,59,0,0,0,0,0,0,2023-01-08 16:00:00,14.901800209932338,42.53096888771478,55.95075335620068
186,L47365,L,298.2,308.2,1446,38.2,61,0,0,0,0,0,0,2023-01-08 17:00:00,13.725638656360001,41.723331546083124,46.96751793974656
